Temperature,Exposure duration,pH,Light,Type,Size,Concentration,Transcription,Cellular community - prokaryotes,Amino acid metabolism,Drug resistance: antimicrobial,"Folding, sorting and degradation",Infectious disease: bacterial,Lipid metabolism,Membrane transport,Translation,Carbohydrate metabolism,Xenobiotics biodegradation and metabolism,Energy metabolism
12.5,44,7.6,10,PE,14,0.00002,4065.6,373.45,2861.45,105.06,1064.3,112.4,1659.92,1767.41,2662.09,133.15,198.44,1171.78
12.5,44,7.6,10,PE,14,0.00002,6324.4,514.6,4208.8,123.6,1609.6,188,3911.2,2417.2,3947.8,364,434.8,1708
12.5,44,7.6,10,PE,14,0.00002,6068.8,543.2,3943.1,62.2,1319.7,159.5,2824.9,2163.4,3868.1,289,601.6,1803.5
12.5,44,7.6,10,PE,14,0.00002,1343.62,271.31,813.2,17.17,321.98,35.84,505.56,585.84,1035.48,74.85,18.29,305.63
12.5,44,7.6,10,PE,14,0.00002,4086.82,601.11,2557.85,80.72,985.53,143.59,1333.91,1982.69,2713.63,149.35,68.94,959.38
12.5,44,7.6,10,PE,14,0.00002,1462,222,983,28,414,36,611,675,1119,75,12,358
12.5,44,7.6,10,PE,14,0.00002,1706.8,222.2,1005.6,31.45,323.95,67,713.65,634.9,763.35,45,224.35,590.75
12.5,44,7.6,10,PE,14,0.00002,4607.62,583.91,3253.9,91.45,1345.4,98.38,2153.26,1886.04,3649.18,234.33,83.65,1137.81
12.5,44,7.6,10,PE,14,0.00002,1328.8,164.2,956.6,39.2,371.2,42,552.4,662.4,885.6,47,51.6,413
12.5,50,7.6,10,PE,14,0.00002,6828.06,739.03,3925,68.11,1102.28,231.15,2911.69,2226.55,2621.37,158.96,1115.71,2440.37
12.5,50,7.6,10,PE,14,0.00002,1981.5,204.5,1207.5,46,369,71.5,837.5,793.5,810,46,250.5,641.5
12.5,50,7.6,10,PE,14,0.00002,15105.62,1769.81,9971.7,174.67,4078.48,475.34,6960.06,5994.84,10978.98,873.35,245.79,3173.63
12.5,50,7.6,10,PE,14,0.00002,11574,1350,6913,113,2276,344,4430,4745,5772,367,1015,3229
12.5,50,7.6,10,PE,14,0.00002,8073.68,1226.49,4936,143.33,1564.44,226.55,3763.07,3877.65,3797.81,296.28,789.33,2288.11
12.5,50,7.6,10,PE,14,0.00002,6150.36,882.98,3578.5,118.66,1206.38,351.6,1928.64,2985.3,3364.12,203.56,190.66,1381.72
12.5,56,7.6,10,PE,14,0.00002,696.12,89.71,475.6,15.37,180.26,30.45,243.83,388.75,515.29,26.72,9.77,173.39
12.5,56,7.6,10,PE,14,0.00002,19334,1327.6,10715.2,112.03,3556.67,394.54,5372.95,9185.7,10430.45,657.98,573.61,4507.93
12.5,7,7.6,10,PE,14,0.002,9367.6,941,5435.4,110.68,1609.32,347.04,4083,3237,3925.4,230.48,1525.56,3381.68
12.5,7,7.6,10,PE,14,0.002,12221.5,1191.45,7128.75,137.84,2087.1,433.6,5567.38,3884.89,4976.11,311.85,2092.76,4485.72
12.5,7,7.6,10,PE,14,0.002,16359.86,1439.08,9478.7,179.69,2909.55,472.14,6155.59,6287.5,7554.07,434.54,1850.77,5060.65
12.5,7,7.6,10,PE,14,0.002,10305,942,6128,102,1933,344,5217,3122,4620,349,1689,3690
12.5,21,7.6,10,PE,14,0.002,62952.75,7952.95,34879.9,294.06,10113.09,1151.83,19542.15,27851.65,26997.15,1684.46,5157.72,17120.11
12.5,21,7.6,10,PE,14,0.002,7907.5,1126.1,5138.2,127.78,1695.92,148.54,3016.2,3666.7,4059.2,253.48,333.86,2062.68
12.5,21,7.6,10,PE,14,0.002,38047.8,3776.2,21722.6,345.2,6065.2,1379,17464.4,11039.4,14223.6,879,7355.6,14754
12.5,21,7.6,10,PE,14,0.002,504961.75,50267.75,287925,4570.25,79998.5,18277.75,230756,146272.75,187461.5,11429,98212.25,196472.5
12.5,21,7.6,10,PE,14,0.002,677.75,62.25,539.25,28.25,199.75,14.75,295,373.25,454.25,23,12,186
12.5,21,7.6,10,PE,14,0.002,1171.12,106.81,929.7,40.67,364.48,23.84,506.06,627.34,842.98,42.85,12.79,346.13
12.5,21,7.6,10,PE,14,0.002,2497.12,451.81,1441.7,29.92,557.23,107.84,1029.31,1133.84,1521.73,97.85,195.54,784.88
12.5,21,7.6,10,PE,14,0.002,5364.47,552.59,3820.68,106.85,1539.46,168.24,3016.5,2418.12,3835.09,302.94,251.7,1519.63
12.5,42,7.6,10,PE,14,0.002,37361.86,7017.48,22824.5,746.91,8257.63,651.6,12669.89,19334.3,19967.37,1186.56,1085.91,9092.47
12.5,42,7.6,10,PE,14,0.002,46227.68,8768.76,27606.12,452.5,9638.64,436.51,14067.2,22752.83,24708.71,1591.56,1112.35,9977.37
12.5,42,7.6,10,PE,14,0.002,5673.54,915.11,3377.62,174.12,1153.67,160.38,1889.71,3731.55,2651.66,146.29,152.52,1348.41
12.5,42,7.6,10,PE,14,0.002,10862.65,1024.85,7111.3,229.85,2510.6,352.75,5269.7,4409.45,6182.3,442.5,868.55,3165
12.5,42,7.6,10,PE,14,0.002,5326,694.6,3469.2,61.28,1226.92,143.04,3097.2,2029.2,3050.2,266.48,591.36,1561.68
12.5,42,7.6,10,PE,14,0.002,1128,72,857,28.25,349.75,27,728.25,514.5,895.75,83,9.75,258.75
12.5,42,7.6,10,PE,14,0.002,11844.87,1418.08,6975.29,267.39,2155.58,425.79,4814.99,5619.52,5073.72,302.22,1235.93,3595.6
12.5,42,7.6,10,PE,14,0.002,5530.75,353.75,3904.25,96.75,1783.25,126.25,4558.5,2162.75,4179.25,539,76,1069
12.5,44,7.6,10,PE,14,0.002,22517.42,3447.54,14434.88,476.87,5286.59,373.45,8782.65,11110.77,12474.54,800.46,783.24,5618.7
12.5,44,7.6,10,PE,14,0.002,1011.36,112.98,617,13.66,206.38,24.6,483.14,408.3,479.62,41.06,98.66,296.22
12.5,44,7.6,10,PE,14,0.002,10226.48,1340.09,6757.9,476.5,2107.97,400.01,3871.02,6731.35,4625.46,239.8,378.32,2585.68
12.5,44,7.6,10,PE,14,0.002,3402.46,583.43,1851.3,139.73,662.26,168.31,1221.09,2461.35,1554.37,94.18,82.15,765.49
12.5,44,7.6,10,PE,14,0.002,11869.74,1626.04,8010.52,297.96,3161.82,287.11,5293.94,5571.23,7828.23,514.12,268.41,2984.59
12.5,44,7.6,10,PE,14,0.002,4852.55,984.95,2849.85,65.2,821.2,141.25,1558.15,2756.65,2100.6,124,345.35,1161.75
12.5,44,7.6,10,PE,14,0.002,2462.8,511.2,1658.6,48.2,605.2,38,1103.4,1384.4,1397.6,104,72.6,616
12.5,44,7.6,10,PE,14,0.002,1574,331,939,29,404,105,613,743,1138,58,24,393
12.5,44,7.6,10,PE,14,0.002,46913,5237.4,30266.8,1123.72,12508.58,1315.46,27531.8,21833.8,28618.8,3007.02,929.64,10283.32
12.5,44,7.6,10,PE,14,0.002,26662.79,4463.22,16116.25,509.24,5734.07,1003.9,10112.21,13444.7,13951.18,988.84,893.49,6115.83
12.5,44,7.6,10,PE,14,0.002,13811.52,2091.91,8713.1,568.25,2535.28,542.99,5109.73,8984.15,5775.79,320.2,701.93,3458.57
12.5,50,7.6,10,PE,14,0.002,39982.16,6316.78,25455.8,1361.14,7447.5,1190.64,13884.74,24117.9,17281.42,965.54,1826.62,9805.9
12.5,50,7.6,10,PE,14,0.002,5322.58,896.12,3595.96,132.84,1172.95,151.27,2197.75,2747.06,2715.39,165.26,189.24,1330.92
12.5,50,7.6,10,PE,14,0.002,2122.5,358.9,1255.8,46.97,431.83,74.46,789.05,1037.8,1131.05,69.02,129.89,563.07
12.5,50,7.6,10,PE,14,0.002,19910,3249,12678.75,353.25,4056,497,8188.75,8589.5,9874.5,574.5,1775.5,6019.25
12.5,50,7.6,10,PE,14,0.002,2330,460.6,1288.7,39.53,430.17,82.54,745.95,1335.7,1168.45,72.48,86.11,539.93
12.5,50,7.6,10,PE,14,0.002,8558.8,1539.2,4784.1,213.2,1692.7,332.5,3095.9,4571.4,4281.1,253,618.6,2468.5
12.5,56,7.6,10,PE,14,0.002,9087.62,1906.31,5151.7,191.42,1927.23,282.34,3039.31,4088.34,5159.73,305.85,486.04,2575.88
16,20,5.5,10,Others,18,0.7,813611.53,135056.29,443373.48,15258.51,146479.85,22350.74,262149.9,426811.93,398272.97,25185.86,25433.01,170943.83
16,20,5.5,10,Others,18,0.7,3343220.07,324575.46,1809009,39481.1,600418.06,140481.03,1224689.19,1308325,1509998.91,94283.99,238000.65,849344.84
16,20,5.5,10,Others,18,0.7,2518449.08,380923.94,1365142.02,42181.99,448544.67,77514.95,837317.27,1212073.57,1183379.33,72823.28,102043.04,556818.31
16,20,5.5,10,Others,18,0.7,1392492.92,215786.13,756259.3,25090.31,248968.47,38920.25,446431.67,729953.09,669207.56,41801.15,46943.32,300848.74
20,21,#N/A,8,PLA,20,0.02,11010034.57,1248165.68,6647914.28,174965.34,2021153.98,248719.95,3714488.81,5134400.99,5365711.04,374240.97,662709.61,2713306.89
20,21,#N/A,8,PE,20,0.02,17250540.56,1914571.25,10490032.43,194950.58,3326718.04,363700.19,5801846.88,7593965.58,9192020.3,641436.85,1019184.98,4216143.07
20,21,#N/A,8,PLA,20,0.02,9254508.87,1008978.91,5638568.79,200272.03,1698929.94,227195.32,3123684.39,4563913.99,4704876.6,348168.66,427229.71,2063030.26
20,21,#N/A,8,PE,20,0.02,16709351.49,2009959.75,9788088.59,193046.02,2974924.69,333873.61,5279677.4,7774252.97,8012634.61,560441.17,935912.76,4027320.88
26.91,4,NA,14,PE,23,0.002,3454666.76,309032.69,2254457.3,50459.77,650533.66,47609.23,1468327.35,1319099.58,1559942.63,87378.5,346204.26,1141265.79
26.91,4,7.2,14,PE,23,0.002,5399706.81,475985.51,3615364.27,91017.73,1059955.35,74246.25,2373087.66,2094647.49,2484602.82,139557.18,545107.27,1845559.18
26.91,4,7.2,14,PE,23,0.002,6387242.44,554370.04,4261329.08,104051.01,1254100.53,88309.61,2772886.34,2469743.88,2955503.04,164386.47,640247.4,2174090.59
26.91,4,7.2,14,PE,23,0.002,5479480.36,484144.61,3677630.24,96015.09,1106424.73,77420.71,2405590.69,2141494.12,2609268.89,145390.57,528140.85,1850205.01
26.91,4,NA,14,PE,23,0.002,3698690.93,326682.75,2409351.51,52653.42,690342.61,52480.72,1557542.14,1422419.69,1667332.01,92756.52,371757.25,1217468.59
26.91,4,7.2,14,PE,23,0.002,3279774.12,286703.32,2138560.72,43992.85,610442.8,46417.52,1368956.47,1263382.98,1485535.86,82075.08,328780.62,1072925.19
26.91,10,NA,14,PE,23,0.002,4178213.39,411667.55,2929325.22,123354.7,1122701.76,70516.68,1899750.74,1814561.36,2670348.86,148431.41,179800.17,1211650.63
26.91,10,NA,14,PE,23,0.002,3810010.09,381653.42,2525958.15,85622.44,876416.51,53972.18,1593104.27,1587623.18,2077534.16,116121.8,219570.93,1057444.71
26.91,10,NA,14,PE,23,0.002,333470.65,31373.57,218776.91,4916.2,60755.29,4481.32,146359.18,127713.87,144819.67,8272.2,36203.39,113839.83
26.91,10,NA,14,PE,23,0.002,2717702.77,252778.54,1824413.49,56556.47,638185.11,39404.41,1118907.51,1098349.46,1543077.6,83321.78,158196.02,775257.54
26.91,10,NA,14,PE,23,0.002,290235.65,28696.64,191831.29,4895.46,55326.48,3906.09,127145.74,115240.39,130590.27,7380.8,29040.5,95984.07
26.91,10,NA,14,PE,23,0.002,408238.85,36878.11,266192.11,5141.69,70078.32,5496.46,180851.81,151937.16,168567.18,9799.6,49532.25,145229.98
29,14,7.25,NA,PE,27,4,2001377.12,133119.97,1227207.14,28858.86,418645.9,60869.29,963136.49,704199.57,1016366.49,87342.44,148492.47,493131
29,14,7.25,NA,PE,27,4,2538401.35,182459.12,1490325.05,38402.36,462170.19,92396.79,942765.3,935496.91,1149899.89,67479.52,213560.95,668762.96
29,14,7.25,NA,PE,27,4,3057596.76,425440.86,2043315.08,113054.33,621675.4,92965.55,1375778.68,1637069.17,1470517.63,77278.52,213106.47,860202.32
29,14,7.25,NA,PE,27,4,4162984.98,391670.91,2758570.19,91458.63,801776.1,85158.18,1486229.26,1614631.9,2033438.66,106421.53,328123.62,1060204.04
29,14,7.25,NA,PE,27,4,2048383.88,231360.39,1342666.2,57956.92,415885.81,54368.3,925423.79,961776.05,1006356.89,66664.32,140584.74,530302.22
29,14,7.25,NA,PE,27,4,314399.73,29012,193539.35,4673.25,62798.9,6685.54,118858.77,123621.13,163267.38,11300.9,18463.47,71734.89
29,14,7.25,NA,PE,27,4,1004620.48,39882.09,707968.45,9764.92,335839.56,16942.59,1028678.33,310458.95,765979.12,124939.15,25477.3,168032.26
29,14,7.25,NA,PE,27,4,253677.45,17793.22,158651.36,3653.56,58783.88,5637.55,134504.99,100427.95,149672.44,14844.85,10625.34,55094.68
29,14,7.25,NA,PE,27,4,337907.71,22158.24,191190.54,3842.98,64644.88,12910.21,131331.3,120856.39,160851.11,11121.23,25419.23,88647.05
29,14,7.25,NA,PE,27,4,1592588.61,119003.68,944554.61,23395.3,309678.06,54213.04,655841.04,584140.13,765297.69,53474.68,120921.99,403690.05
29,14,7.25,NA,PE,27,4,507396.7,29941.08,278794.52,4924.76,90736.91,21979.32,194859.9,172208.28,219890.18,13948.45,45409.93,138342.11
29,14,7.25,NA,PE,27,4,1431569.27,94862.93,826640.3,19708.81,267774.58,51605.73,561401.61,534933.06,669693.81,43281.9,106689.21,370267.69
29,14,7.25,NA,PE,27,4,1429122.26,121828.56,938299.13,24615.42,298941.32,34890.11,530533.1,550185.08,791286.13,47284.9,99293.42,362681.77
29,14,7.25,NA,PE,27,4,2442840.83,221546.51,1579818.83,54649.87,516887.99,58971.82,989441.22,1047957.9,1328187.55,88642.93,118582.31,566804.21
29,14,7.25,NA,PE,27,4,374100.52,34162.62,229531,5784.19,76519.19,11171.85,151867.33,160274.13,193688.33,12913.52,22841.36,93693.62
29,14,7.25,NA,PE,27,4,506665,32005.64,325615.62,7230.31,125286.25,12898.41,327885.41,183119.9,299508.33,35136.98,27644.64,108864.84
29,14,7.25,NA,PE,27,4,1667889.78,229170.8,1100184.25,61940.51,339642.12,50970.48,748716.81,911361.18,806622.35,45580.81,98550.43,451588.26
28,7,7.2,14,PE,30,0.0001,1401362.12,182829.48,915005.97,29653.86,316591.43,25099.58,770989.75,629722.52,768735.55,63052.54,73090.47,348309.57
28,7,7.2,14,PE,30,0.0001,969284.6,115933.5,618848.48,20846.6,214252.55,20524.89,475182.17,433453.84,538305.03,41832.74,50541.02,240593.47
28,7,7.2,14,PE,30,0.0001,451755.26,53299.98,279311.29,8292.14,91812.04,11918.36,205713.32,190750.09,213845.45,15437.48,36910.26,125226.64
28,7,7.2,14,PE,30,0.001,1579654.11,180607.49,1025094.55,44341.07,364674.65,34186,686999.59,743222.64,869075.41,57779.01,62861.85,400710.63
28,7,7.2,14,PE,30,0.001,3146614.56,313589.34,2042491.62,76057.48,697468.81,61202.54,1256069.45,1394239.28,1721032.21,99382.35,130509.85,827982.4
28,7,7.2,14,PE,30,0.001,5367082.89,563314.69,3270539.74,141157.51,1067904.69,118467.36,2091767.15,2354960.53,2616394.18,162754.59,276144.78,1406349.1
28,7,7.2,14,PE,30,0.01,3645002.26,387755.84,2334070,102893,768877.94,75356.33,1471603.71,1686060.61,1778237.7,107244.19,175912.12,965050.76
28,7,7.2,14,PE,30,0.01,5337422.46,652445.49,3352992.41,112110.96,1021059.79,131612.61,2181842.31,2523135.2,2427727.67,149290.84,370739.1,1488960.32
28,7,7.2,14,PE,30,0.01,4645917.92,482198.47,2983987.01,99471.18,1022455.79,80764.85,1846238.28,2051309.14,2487210.95,150870.24,215274.28,1224276.74
28,7,7.2,14,PE,30,0.1,6047809.39,750104.54,4054670.77,132133.39,1487381,125977.04,2948583.03,2842809.89,3629488.58,249300.57,334110.05,1669630.51
28,7,7.2,14,PE,30,0.1,6172127.78,614898.04,3589457.83,172580.36,1108615.15,151281.96,2285797.96,2621969.91,2658713.19,155213.63,317592.81,1565663.78
28,7,7.2,14,PE,30,0.1,4471837.3,446085.93,2771354.46,130279.58,958418.75,115262.31,1675562.14,2009180.95,2391348.47,147242.53,152480.68,1073162.21
18,21,6.55,16,PA,30,0.01,539615,95614.86,306026.93,4453.16,103816.93,5342.38,144375.95,257318.23,266733.96,15888.9,12111.12,113348.7
18,21,6.55,16,PA,30,0.01,1031890.75,129379,622304.94,16140.05,221552.79,25355.52,337081.08,469345.68,582464.54,33405.02,29864.99,231690.76
18,21,6.55,16,PA,30,0.01,646502.14,63863.71,428810.01,14302.25,179261.43,13925.5,235338.21,271283.57,468512.51,24907.21,8152.65,155424.52
18,21,6.55,16,PVC,30,0.01,3802010.99,461596.39,2023127.03,27216.72,688964.97,106759.05,1149993.6,1573454.67,1762953.48,107916.39,191138.18,876426.95
18,21,6.55,16,PVC,30,0.01,7737816.98,1288488.22,3963498.93,42984.36,1368712.02,90505.32,1944934.6,3702404.23,3544191.55,217952.4,213295.64,1563908.85
18,21,6.55,16,PA,30,0.01,8441699.7,1870409.88,4955730.36,49539.77,1837930.64,112386.32,2515035.33,3380420.9,5670891.75,289051.17,8597.59,1492545.76
18,21,6.55,16,PA,30,0.01,914462.18,151988.95,539316.98,11297.94,187838.32,11850.48,266753.62,421321.58,476837.87,27451.73,20376.45,199368.01
18,21,6.55,16,PA,30,0.01,744671.11,84487.35,455802.85,9904.82,168894.5,18534.96,251338.11,314848.73,442704.76,26577.27,21019.72,168893.46
18,21,6.55,16,PA,30,0.01,785729.31,75864.15,462736.92,9090.09,165956.27,28407.49,275880.26,307271.44,433818.11,27492.22,36699.45,186739.29
18,21,6.55,16,PA,30,0.01,505954.42,61925.65,313624.35,7700.86,119003.62,10290.44,164111.32,220417.69,309566.59,17485.58,9987.16,114299.3
18,21,6.55,16,PVC,30,0.01,6113588.11,979690.35,3242211.83,31483,1096072.07,104207.3,1597719.11,2842545.9,2859214.77,175190.27,203618.56,1284788.64
18,21,6.55,16,PVC,30,0.01,2012312.4,337961.48,997426.82,8815.54,345906.78,23180.49,488044.2,967895.29,903701.98,55342.23,54836.06,395374.6
18,21,6.55,16,PVC,30,0.01,7148685.12,1377442.62,3845972.2,34464.32,1364462.57,95862.13,1914003.8,3182383.89,3876197.91,217411.66,124852.81,1360068.07
18,21,6.55,16,PVC,30,0.01,989584.12,134164.58,584919.11,12300.95,207401.29,24090.4,309019.1,434487.46,543745.77,31734.12,30204.69,221674.58
18,21,6.55,16,PVC,30,0.01,309346.2,50345.03,177655.14,2800.35,60503.58,5443.56,88314.93,143827.99,156746.15,9616.12,9300.61,66870.52
25,30,7.2,12,PS,36,0.00001,97638.31,9654.33,69370.66,2426.26,26911.62,2202.6,46268.62,41335.64,71132.26,4138.63,2147.11,24258.7
25,30,7.2,12,PS,36,0.00001,115040.14,12231.8,79048.65,2518.31,29335.01,2840.92,55573.68,48969.77,75107.91,4924.23,4198.23,28268.83
25,30,7.2,12,PS,36,0.00001,83158.78,12817.89,59155.27,1576.26,24565.95,2392.69,66047.89,37340.26,64428.06,6716.11,2869.59,16283.4
25,30,7.2,12,PS,36,0.00001,56497.77,7511.83,39104.89,1128.65,15146.63,1376.92,31142.24,24767.47,40551.17,3025.72,1528.4,12538.25
25,30,7.2,12,PS,36,0.00001,65472.3,7897.55,45463.49,1582.58,17769.61,1658.15,37407.59,28751.72,46148.62,3506.63,1717.79,14664.16
25,30,7.2,12,PS,36,0.00001,460378.2,66783.28,331784.99,9502.47,141100.85,13177.84,350298.42,198360.07,392974.39,35491.15,11870.45,89974.39
25,30,7.2,12,PS,36,0.00001,149654.71,23014.11,98866.29,3799.31,39873.89,5354.38,113581.1,70468.19,105893.09,11199.78,5410.42,25922.29
25,30,7.2,12,PS,36,0.00001,1667785.52,140485.16,1151783.36,40992.13,448537.13,39394.74,651756.49,637395.58,1287864.91,56333.18,29550.07,400591.59
25,30,7.2,12,PS,36,0.00001,944589.99,83034.55,727549.98,29747.45,278314.04,15835.3,398392.19,444050.89,662792.2,33193.15,16387.99,262995.72
25,30,7.2,12,PS,36,0.00001,2572873.91,241772.48,1501632.97,99038.69,540557.62,97406.65,974392.05,1179986.79,1447949.46,68304.33,60275.55,542137.77
25,30,7.2,12,PS,36,0.0001,1044383.97,80419.13,795736.23,14070.61,324445.55,14575.51,406459.47,333090.96,979266.62,40143.77,12507.4,271763.29
25,30,7.2,12,PS,36,0.0001,479718.74,37116,363905.17,7403.49,150667.69,8785.83,189444,158348.23,455217.75,18589.81,3764.4,126406.24
25,30,7.2,12,PS,36,0.0001,478867.37,55910.94,285417.29,17390.1,107008.07,18886.38,250465.96,225208.45,283437.57,20872.79,13627.17,91488.9
25,30,7.2,12,PS,36,0.0001,415969.36,34561.73,311323.14,9316.97,127642.52,8414.51,179574.57,156868.39,369460.96,16580.41,3931.92,107772.33
25,30,7.2,12,PS,36,0.0001,625576.96,78813.33,425728.55,14897.94,172498.25,17858.24,367093.69,267558.65,484450.47,35252.49,14178.37,129976.25
25,30,7.2,12,PS,36,0.0001,102765.72,12439.04,64413.13,3474.95,23505.65,3600.52,49786.71,49520.8,62786.72,4215.2,2934.74,21106.36
25,30,7.2,12,PS,36,0.0001,368061.17,40331.64,246378.36,8102.06,82604.94,8088.12,145602.38,157859.85,212418.93,12874.31,16192.38,80867.3
25,30,7.2,12,PS,36,0.0001,669076.61,53581.46,500338.61,11451.96,205258.31,11872.78,266626.15,230148.14,615330.3,25478.66,6432.42,173553.05
25,30,7.2,12,PS,36,0.0001,1158199.9,93931.09,886015.26,25489.49,356458.46,19542.14,477343.44,449362.47,991159.83,44285.65,12493.58,308978.21
25,30,7.2,12,PS,36,0.0001,254205.63,24860.14,171815.96,7180.29,64170.64,7398.2,103361.8,110107.59,180582.09,8655.26,5927.31,60458.37
28,28,6.5,12,PS,38.37,20,2030587.49,111825.75,1319841.87,24236.08,580738.6,39684.18,1720107.57,741434.09,1347858.6,205884.52,57363.22,333888.11
28,28,6.5,12,PS,38.37,20,1120844.93,73729.77,707360.93,17714.36,303967.24,25543.04,914705.16,444258.93,704732.4,106344.19,35018.36,182308.57
28,28,6.5,12,PS,38.37,20,1286313.12,166746.99,792570.67,22221.34,274347.89,23468.08,593660.69,611088.11,655635.95,59083.79,44984.35,274488.91
28,28,6.5,12,PS,38.37,200,1290649.35,75083.9,843305.41,20100.07,378838.96,28167.74,1176573.84,483621.07,856859.12,138509,37449.03,202917.08
28,28,6.5,12,PS,38.37,200,1429040.99,127735.34,916016.93,22282.7,379810.03,29690.96,1083442.08,588234.7,870171.72,123560.6,45420.64,249972.31
28,28,6.5,12,PS,38.37,200,1569746.3,212278.65,904181.26,23473.58,298292.94,26404.18,579118.02,752394.1,733316.06,57333.32,51465.65,327459.61
20,16,#N/A,0,PE,44,5,1444496.51,99553.03,658070.13,2925.31,248871,32122.37,349374.59,651134.44,888840.33,79536.89,55920.8,291734.65
20,16,#N/A,0,PE,44,5,1379391.89,123963.14,677275.21,3466.76,292323.4,24371.62,538195.78,517788.49,1004044.48,118943.91,58899.67,257109.02
20,16,#N/A,0,PE,44,5,1523712.51,146980.3,719089.35,4055.56,294004.81,29140.07,482406.76,549831.82,1046179.85,113948.13,91170.68,315589.5
20,16,#N/A,0,PE,44,5,596632.15,38726.38,267223.32,1363.61,99436.51,13498.44,136130.63,281817.8,348698.86,29259.29,20515.92,122505.37
20,16,#N/A,0,PE,44,5,685956.01,44801.92,303958.77,1381.85,114409.78,15495.22,154120.14,322529.96,407388.14,34735.04,23314,139690.2
18,18,#N/A,0,PE,44,20,1883220.27,153570.49,994053.94,13105.18,382377.82,42250.66,559816.94,818014.75,1256920.38,103775.51,74728.97,399655.37
20,18,#N/A,0,PE,44,20,1104267.71,84641.38,545237.45,7831.04,200115.85,25990.14,318020.99,467927,649980.52,55108.64,61841.37,241813.35
20,18,#N/A,0,PE,44,20,1187864.1,101262.49,543711.58,2523.44,219360.78,23671.54,329584.11,478557.52,792315.63,80696.02,57491.12,241768.1
20,18,#N/A,0,PE,44,20,955379.54,108383.9,454720.32,2725.2,196826.38,15310.84,317972.24,325339,725753.74,85105.48,56087.76,186961.9
20,18,#N/A,0,PE,44,20,1229430.89,117193.37,597018.04,9110.54,238029.58,26351.27,394377.39,464330.13,806443.08,83107.04,74821.98,258778.69
25,1,7.88,14,PE,49,0.012,526308.68,67041.91,324905.03,17963.51,94567.52,14036.67,179165.23,279859.85,233046.38,18617.62,23644.23,117668.41
25,1,7.88,14,PE,49,0.012,879467.34,107984.77,515519.38,27126.17,136520.78,24501.05,300860.65,437814.48,335394.84,23485.74,63087.63,204724.41
25,1,7.88,14,PE,49,0.012,544141.2,65548.5,347359.31,16353.26,101423.25,12627.98,185547.97,263403.54,255228.37,20778.26,24789.9,122851.22
25,5,7.88,14,PE,49,0.012,485657.13,49528.39,301255.35,9878.24,96563.25,7379.96,168811.64,207401.18,252739.14,25132.33,19313.6,108304.1
25,5,7.88,14,PE,49,0.012,855356.46,88641.52,533028.21,19780.65,163702.7,14404.93,295690.19,358618.46,429477.22,41470.22,33563.64,184690.15
25,5,7.88,14,PE,49,0.012,538352.34,59521.58,320620.6,7847.6,102297.97,9164.47,179871.4,228829.32,293615.52,25472.53,17863.11,103731.19
25,10,7.88,14,PE,49,0.012,1324662.68,127668.69,807186.82,22461.12,266894.67,18185.8,465836.92,552026.69,713492.71,78315.06,55916.18,298643.81
25,10,7.88,14,PE,49,0.012,753619.26,72784.73,462164.3,11034.99,157531.87,9074.47,261845.41,305513.27,443897.47,52987.41,23208.71,156298.17
25,10,7.88,14,PE,49,0.012,1147309.16,118334.99,689111.9,16462.94,226047.37,15568.97,382906.12,466339.95,628724.65,65626.09,38322.32,231168.87
37,1,#N/A,#N/A,PE,50,0.25,699701.6,37211.3,298422.7,30241.55,104876.4,16818.55,166876.25,167989.6,234028.2,12228.55,10161.35,126557.7
37,1,#N/A,#N/A,PE,50,0.25,1081190.5,53208.5,450903,48855.25,161939.5,22742.75,256050.25,229626,346085,18150.25,15594.75,198832
37,1,#N/A,#N/A,PE,50,0.25,858495.23,50467.39,374325.61,36510.5,129208.33,18764.05,203831.08,207681.33,295757.69,15405.3,12322.24,157957.8
37,1,#N/A,#N/A,PE,50,0.25,177658.83,14483.09,93953.01,4025.35,30183.03,3208.8,41937.73,70159.73,93564.29,4972.55,2524.59,33342.8
37,1,#N/A,#N/A,PE,50,0.25,1001701.5,53130.6,432061.2,41619.28,152936.17,18491.79,232133.2,222359.2,354667.95,18549.23,13841.86,184639.93
37,1,#N/A,#N/A,PE,50,0.25,177024,20410.1,101526.8,3187.45,28241.95,3659.3,40204.85,84828.7,95986.35,4894.8,2363.75,32136.45
37,1,#N/A,#N/A,PE,50,0.25,237323.5,21112.7,109177.6,9683.15,34623.15,10500.6,61539.45,94064.4,83567.45,4221.1,4749.75,43417.15
37,1,#N/A,#N/A,PE,50,0.25,1816260.64,76456.61,743339.11,83059.7,273961.42,33378.48,424325.27,346405.85,572040.94,30048,24691.59,333267.33
37,1,#N/A,#N/A,PE,50,0.25,308858.8,23949.1,187522.4,762.5,51766.3,5669,66728.4,107159.9,202605.5,10837.7,578.3,40439.3
37,1,#N/A,#N/A,PE,50,0.25,277921.32,28415.77,135896.31,10075.83,42408.91,15238.66,76606.84,139580.01,112853.89,5828.58,6556.5,52003.2
37,1,#N/A,#N/A,PE,50,0.25,382876.75,21141.85,177521.95,7505.78,72356.92,5963.04,88120.7,147910.95,226197.95,12908.98,8019.11,83158.93
37,1,#N/A,#N/A,PE,50,0.25,672521.35,38109.55,290809.45,28803.05,101361.9,14273.55,159111.25,163081.1,229168.2,11936.55,9737.1,124206.2
